file,purl,error
idaholab@ncrc-clien_sbom.json,,no components
idaholab@nitrogen_sbom.json,,no components
idaholab@pika_sbom.json,,no components
idaholab@polyglo_sbom.json,,no components
idaholab@polyglot-libc_sbom.json,,no components
idaholab@potassium_sbom.json,,no components
idaholab@raven_sbom.json,,no components
idaholab@schematics_sbom.json,,no components
idaholab@sodium_sbom.json,,no components
idaholab@thermal_to_fusion_converter_sbom.json,,no components
iiasa@emissions_downscalin_sbom.json,,no components
informaticslab@ptt-advisor_sbom.json,,no components
informaticslab@zika-pregnancy-testin_sbom.json,,no components
informaticslab@zika-risk-assessmen_sbom.json,,no components
jacobhinkle@lagomorph_sbom.json,,no components
jailGroup@RangerBasediRF_sbom.json,,no components
jainmilan@transBEAM_sbom.json,,no components
jamienunez@cmaputil_sbom.json,,no components
jbforien@phaseCT_sbom.json,,no components
jeffdaily@pagoda_sbom.json,,no components
jeffhammond@oshmp_sbom.json,,no components
jeinstei@SPRFSim_sbom.json,,no components
jepowell-LANL@coar-notify-validator-inbox_sbom.json,,no components
jeshi96@arb-nucleus-decomp_sbom.json,,no components
jeshi96@parbutterfly_sbom.json,,no components
jesseYhWang@LLCGX_sbom.json,,no components
jghawaly@IEEE_Intro2ML_sbom.json,,no components
jhenderson88@Cygnus_sbom.json,,no components
jhorey@SpotHadoop_sbom.json,,no components
jjbuchanan@gp_blendclass_singleband_sbom.json,,no components
jjmckee@featureshif_sbom.json,,no components
jkwack@GAMESS_RI-MP2_MiniApp_sbom.json,,no components
jlothian@sysconfidence_sbom.json,,no components
jmcarter9t@route-sanitizer_sbom.json,,no components
jmlukens@BayesQuanTom_sbom.json,,no components
jmpearl@GaMA_sbom.json,,no components
jmrfox@spinbox_sbom.json,,no components
joepmorris@FatCrayonToolk_sbom.json,,no components
joncox123@Cortexsys_sbom.json,,no components
joncox123@GloveCpp_sbom.json,,no components
jongeunkim@STreCH_sbom.json,,no components
joornl@J1939-Decoder_sbom.json,,no components
jschen83@Multiscale-Bayesian-Integration_sbom.json,,no components
jshun@ligra_sbom.json,,no components
jsweaver@Spin_sbom.json,,no components
jt-lanl@acd_sbom.json,,no components
jt-lanl@blueha_sbom.json,,no components
jt-lanl@fever-probes_sbom.json,,no components
jtencer@PyNetUQ_sbom.json,,no components
jtjohnston@computational_combinatorics_sbom.json,,no components
justinatpnnl@splunk_web_transactions_generator_sbom.json,,no components
jvanvugt@pytorch-une_sbom.json,,no components
jwernicke@pathscan-splunk_sbom.json,,no components
karlkumbier@iRF2.0_sbom.json,,no components
kbase@KBaseDeveloperBootstrap_sbom.json,,no components
kbase@NarrativeViewers_sbom.json,,no components
kbase@assembly_ap_sbom.json,,no components
kbase@auth_sbom.json,,no components
kbase@check_mk_sbom.json,,no components
kbase@db_initialize_sbom.json,,no components
kbase@dockerize_sbom.json,,no components
kbase@exascale_data_sbom.json,,no components
kbase@kb_minideb_sbom.json,,no components
kbase@kb_perl_sbom.json,,no components
kbase@kbapi_common_sbom.json,,no components
kbase@kbase-cdn-js_sbom.json,,no components
kbase@kbase-common-js_sbom.json,,no components
kbase@kbase-ui-plugin-taxonomy_sbom.json,,no components
kbase@kbasedevopschallenge_sbom.json,,no components
kbase@narrative_method_specs_sbom.json,,no components
kbase@nginx_sbom.json,,no components
kbase@sdkbase2_sbom.json,,no components
kbaseapps@ARAST_SDK_sbom.json,,no components
kbaseapps@AlignmentSetEditor_sbom.json,,no components
kbaseapps@BBTools_sbom.json,,no components
kbaseapps@BiochemistryAPI_sbom.json,,no components
kbaseapps@BuildTestGenome_sbom.json,,no components
kbaseapps@COBRApyBasedFBA_sbom.json,,no components
kbaseapps@CircularGenomeAdvanced_sbom.json,,no components
kbaseapps@ConditionSetUtils_sbom.json,,no components
kbaseapps@ConditionUtils_sbom.json,,no components
kbaseapps@ContigFilter_sbom.json,,no components
kbaseapps@CoreServicesIntegrationTests_sbom.json,,no components
kbaseapps@DataPaletteService_sbom.json,,no components
kbaseapps@EditorApps_sbom.json,,no components
kbaseapps@ExampleWDL_sbom.json,,no components
kbaseapps@ExpressionAPI_sbom.json,,no components
kbaseapps@FakeObjectsForTests_sbom.json,,no components
kbaseapps@GeneOntologyDecorator_sbom.json,,no components
kbaseapps@GenericsIndexer_sbom.json,,no components
kbaseapps@GenericsUtil_sbom.json,,no components
kbaseapps@GenomeAnnotationFileUtil_sbom.json,,no components
kbaseapps@GenomeComparison_sbom.json,,no components
kbaseapps@GenomeProteomeComparison_sbom.json,,no components
kbaseapps@GenomeRepor_sbom.json,,no components
kbaseapps@GenomeSearchUtil_sbom.json,,no components
kbaseapps@GroupAPI_sbom.json,,no components
kbaseapps@HTMLFileSetUtils_sbom.json,,no components
kbaseapps@InterProScan_SDK_sbom.json,,no components
kbaseapps@KBaseReportPy_sbom.json,,no components
kbaseapps@KEAppExpressionBiclusters_sbom.json,,no components
kbaseapps@KEConnectorGenomeHomology_sbom.json,,no components
kbaseapps@MGLToolsUtil_sbom.json,,no components
kbaseapps@MSAUtils_sbom.json,,no components
kbaseapps@MetabolomicsTools_sbom.json,,no components
kbaseapps@MiscIndexer_sbom.json,,no components
kbaseapps@NarrativeDownloadSuppor_sbom.json,,no components
kbaseapps@PangenomeOrthomcl_sbom.json,,no components
kbaseapps@ProkkaAnnotation_sbom.json,,no components
kbaseapps@RAST_SDK_sbom.json,,no components
kbaseapps@RESKESearchDemo_sbom.json,,no components
kbaseapps@RastKmerV2_sbom.json,,no components
kbaseapps@ReadsAPI_sbom.json,,no components
kbaseapps@ReadsSetEditor_sbom.json,,no components
kbaseapps@ReferenceDataManager_sbom.json,,no components
kbaseapps@Roary_sbom.json,,no components
kbaseapps@RunTester_sbom.json,,no components
kbaseapps@TaxonomyTools_sbom.json,,no components
kbaseapps@TreeUtils_sbom.json,,no components
kbaseapps@biochem_modeling_ap_sbom.json,,no components
kbaseapps@coexpression_sbom.json,,no components
kbaseapps@fba_tools_sbom.json,,no components
kbaseapps@ftp_service_sbom.json,,no components
kbaseapps@gaprice_SPAdes_sbom.json,,no components
kbaseapps@gaprice_convert_assy_file_to_contigs_sbom.json,,no components
kbaseapps@genome_transform_sbom.json,,no components
kbaseapps@genomeset_indexer_sbom.json,,no components
kbaseapps@hayai_annotation_sbom.json,,no components
kbaseapps@jgi_gateway_sbom.json,,no components
kbaseapps@jgi_mg_assembly_sbom.json,,no components
kbaseapps@jgi_mg_assembly_wdl_sbom.json,,no components
kbaseapps@kb_A5_sbom.json,,no components
kbaseapps@kb_BatchApp_sbom.json,,no components
kbaseapps@kb_Bowtie2_sbom.json,,no components
kbaseapps@kb_DeconSeq_sbom.json,,no components
kbaseapps@kb_GenomeBrowser_sbom.json,,no components
kbaseapps@kb_GenomeIndexer_sbom.json,,no components
kbaseapps@kb_JobStats_sbom.json,,no components
kbaseapps@kb_MaSuRCA_sbom.json,,no components
kbaseapps@kb_Metrics_sbom.json,,no components
kbaseapps@kb_MiniASM_sbom.json,,no components
kbaseapps@kb_ModelIndexer_sbom.json,,no components
kbaseapps@kb_Msuite_sbom.json,,no components
kbaseapps@kb_PICRUSt2_sbom.json,,no components
kbaseapps@kb_PRINSEQ_sbom.json,,no components
kbaseapps@kb_RAST_sbom.json,,no components
kbaseapps@kb_RDP_Classifier_sbom.json,,no components
kbaseapps@kb_ReportMetrics_sbom.json,,no components
kbaseapps@kb_STAR_sbom.json,,no components
kbaseapps@kb_SparCC_sbom.json,,no components
kbaseapps@kb_Velve_sbom.json,,no components
kbaseapps@kb_assembly_compare_sbom.json,,no components
kbaseapps@kb_ballgown_sbom.json,,no components
kbaseapps@kb_bfc_sbom.json,,no components
kbaseapps@kb_clusterin_sbom.json,,no components
kbaseapps@kb_cmash_sbom.json,,no components
kbaseapps@kb_cobrapy_sbom.json,,no components
kbaseapps@kb_cufflinks_sbom.json,,no components
kbaseapps@kb_cummerbund_sbom.json,,no components
kbaseapps@kb_cutadap_sbom.json,,no components
kbaseapps@kb_dRep_sbom.json,,no components
kbaseapps@kb_ea_utils_sbom.json,,no components
kbaseapps@kb_emirge_sbom.json,,no components
kbaseapps@kb_faprotax_sbom.json,,no components
kbaseapps@kb_functional_enrichment_1_sbom.json,,no components
kbaseapps@kb_gffupload_sbom.json,,no components
kbaseapps@kb_grinder_sbom.json,,no components
kbaseapps@kb_gtdbtk_sbom.json,,no components
kbaseapps@kb_kaiju_sbom.json,,no components
kbaseapps@kb_ke_apps_sbom.json,,no components
kbaseapps@kb_ke_util_sbom.json,,no components
kbaseapps@kb_kraken_sbom.json,,no components
kbaseapps@kb_mash_sbom.json,,no components
kbaseapps@kb_maxbin_sbom.json,,no components
kbaseapps@kb_megah_sbom.json,,no components
kbaseapps@kb_meta_decoder_sbom.json,,no components
kbaseapps@kb_paperblas_sbom.json,,no components
kbaseapps@kb_phylosif_sbom.json,,no components
kbaseapps@kb_pickaxe_sbom.json,,no components
kbaseapps@kb_plant_ras_sbom.json,,no components
kbaseapps@kb_rnaseq_donwloader_sbom.json,,no components
kbaseapps@kb_rnaseq_expor_sbom.json,,no components
kbaseapps@kb_rxn_gene_finder_sbom.json,,no components
kbaseapps@kb_sdk_actions_sbom.json,,no components
kbaseapps@kb_sdk_catalog_metrics_sbom.json,,no components
kbaseapps@kb_sourmash_sbom.json,,no components
kbaseapps@kb_tophat2_sbom.json,,no components
kbaseapps@kb_trimmomatic_sbom.json,,no components
kbaseapps@kb_uchime_sbom.json,,no components
kbaseapps@kb_util_dylan_sbom.json,,no components
kbaseapps@kb_virsorter_sbom.json,,no components
kbaseapps@kb_vsearch_sbom.json,,no components
kbaseapps@kbase_hipmer_sbom.json,,no components
kbaseapps@kbasematrices_indexer_sbom.json,,no components
kbaseapps@legacy_reads_conversion_sbom.json,,no components
kbaseapps@mags_mash_sbom.json,,no components
kbaseapps@ngsutils_sbom.json,,no components
kbaseapps@plant_fba_sbom.json,,no components
kbaseapps@relation_engine_bulk_update_sbom.json,,no components
kbaseapps@taxonomy_service_sbom.json,,no components
kbaseattic@AWE_sbom.json,,no components
kbaseattic@ContainerRunner_sbom.json,,no components
kbaseattic@KBaseFBAModelin_sbom.json,,no components
kbaseattic@KBaseKnowledgeEngine_sbom.json,,no components
kbaseattic@KBaseRNASeq_sbom.json,,no components
kbaseattic@KBaseSearchAPI_sbom.json,,no components
kbaseattic@KBaseSearchEngine_sbom.json,,no components
kbaseattic@OntologyRelations_sbom.json,,no components
kbaseattic@Shock_sbom.json,,no components
kbaseattic@admin_tools_sbom.json,,no components
kbaseattic@amethst_service_sbom.json,,no components
kbaseattic@assembly_sbom.json,,no components
kbaseattic@auth_lite_sbom.json,,no components
kbaseattic@awe_monitor_sbom.json,,no components
kbaseattic@awe_service_sbom.json,,no components
kbaseattic@awe_utils_sbom.json,,no components
kbaseattic@bootstrap_sbom.json,,no components
kbaseattic@browse_sbom.json,,no components
kbaseattic@bulk-u_sbom.json,,no components
kbaseattic@bulkS3upload_sbom.json,,no components
kbaseattic@cbd_sbom.json,,no components
kbaseattic@cdd_service_sbom.json,,no components
kbaseattic@ceph_initialize_sbom.json,,no components
kbaseattic@communities_ap_sbom.json,,no components
kbaseattic@communities_qc_sbom.json,,no components
kbaseattic@concierge_sbom.json,,no components
kbaseattic@condorflask_sbom.json,,no components
kbaseattic@cs_qc_sbom.json,,no components
kbaseattic@data_api_js_clients_sbom.json,,no components
kbaseattic@data_api_perl_clients_sbom.json,,no components
kbaseattic@data_bootstrap_sbom.json,,no components
kbaseattic@data_import_expor_sbom.json,,no components
kbaseattic@dev_container_sbom.json,,no components
kbaseattic@dev_container_tools_sbom.json,,no components
kbaseattic@distro_utils_sbom.json,,no components
kbaseattic@docker-collectd_sbom.json,,no components
kbaseattic@docker-openresty_sbom.json,,no components
kbaseattic@erdb_service_sbom.json,,no components
kbaseattic@expression_sbom.json,,no components
kbaseattic@feature_values_sbom.json,,no components
kbaseattic@filebea_sbom.json,,no components
kbaseattic@gene_families_sbom.json,,no components
kbaseattic@genome_annotation_sbom.json,,no components
kbaseattic@genome_comparison_sbom.json,,no components
kbaseattic@genome_util_sbom.json,,no components
kbaseattic@github_license_update_sbom.json,,no components
kbaseattic@gwas_sbom.json,,no components
kbaseattic@handle_mngr_sbom.json,,no components
kbaseattic@handle_service_sbom.json,,no components
kbaseattic@homology_service_sbom.json,,no components
kbaseattic@htcondor-restd_sbom.json,,no components
kbaseattic@id_map_sbom.json,,no components
kbaseattic@idserver_sbom.json,,no components
kbaseattic@integration_examples_sbom.json,,no components
kbaseattic@invocation_sbom.json,,no components
kbaseattic@kb-ftp-ap_sbom.json,,no components
kbaseattic@kb_go_sbom.json,,no components
kbaseattic@kb_model_seed_sbom.json,,no components
kbaseattic@kb_seed_sbom.json,,no components
kbaseattic@kbase-common-js-bak_sbom.json,,no components
kbaseattic@kbase-data-api-client-js_sbom.json,,no components
kbaseattic@kbase-data-thrift-clients_sbom.json,,no components
kbaseattic@kbase-sdk-module-ui-service_sbom.json,,no components
kbaseattic@kbase-ui-plugin-bulk-u_sbom.json,,no components
kbaseattic@kbase-ui-plugin-dashboard-bak_sbom.json,,no components
kbaseattic@kbase-ui-plugin-data-landing-pages_sbom.json,,no components
kbaseattic@kbase-ui-plugin-dataview-bak_sbom.json,,no components
kbaseattic@kbase-ui-plugin-datawidgets_sbom.json,,no components
kbaseattic@kbase-ui-plugin-jgi-impor_sbom.json,,no components
kbaseattic@kbase-ui-plugin-jobbrowser_sbom.json,,no components
kbaseattic@kbase-ui-plugin-methodview_sbom.json,,no components
kbaseattic@kbase-ui-plugin-report-viewer_sbom.json,,no components
kbaseattic@kbase-ui-plugin-reske-search_sbom.json,,no components
kbaseattic@kbase-ui-plugin-reske-simple-search_sbom.json,,no components
kbaseattic@kbase-ui-plugin-user-profile_sbom.json,,no components
kbaseattic@kbase-ui-plugin-vis-widgets_sbom.json,,no components
kbaseattic@kbase-ui-widge_sbom.json,,no components
kbaseattic@kbase_base_sbom.json,,no components
kbaseattic@kbrest_common_sbom.json,,no components
kbaseattic@kbwf_common_sbom.json,,no components
kbaseattic@kmer_annotation_figfam_sbom.json,,no components
kbaseattic@logstash_sbom.json,,no components
kbaseattic@m5nr_sbom.json,,no components
kbaseattic@matR_sbom.json,,no components
kbaseattic@metadata_sbom.json,,no components
kbaseattic@mgrast_pipeline_sbom.json,,no components
kbaseattic@mini_kb_sbom.json,,no components
kbaseattic@narrativeReaper_sbom.json,,no components
kbaseattic@narrative_job_proxy_sbom.json,,no components
kbaseattic@narrative_job_service_sbom.json,,no components
kbaseattic@nextgen_sbom.json,,no components
kbaseattic@nexus_emulation_sbom.json,,no components
kbaseattic@ontology_service_sbom.json,,no components
kbaseattic@probabilistic_annotation_sbom.json,,no components
kbaseattic@prom_service_sbom.json,,no components
kbaseattic@protein_info_service_sbom.json,,no components
kbaseattic@protein_structure_service_sbom.json,,no components
kbaseattic@rdptools_sbom.json,,no components
kbaseattic@registry_sbom.json,,no components
kbaseattic@relation_engine_spec_sbom.json,,no components
kbaseattic@search_sbom.json,,no components
kbaseattic@shock_service_sbom.json,,no components
kbaseattic@sim_service_sbom.json,,no components
kbaseattic@simple_fba_sbom.json,,no components
kbaseattic@strep_repeats_sbom.json,,no components
kbaseattic@traefik_poc_sbom.json,,no components
kbaseattic@transform_sbom.json,,no components
kbaseattic@translation_sbom.json,,no components
kbaseattic@typecomp_sbom.json,,no components
kbaseattic@uploader_sbom.json,,no components
kbaseattic@user_and_job_state_sbom.json,,no components
kbaseattic@workspace_browser_sbom.json,,no components
kbaseattic@workspace_service_sbom.json,,no components
kbasecollaborations@EMMAX_GWAS_sbom.json,,no components
kbasecollaborations@GEMMA_GWAS_sbom.json,,no components
kbasecollaborations@GeneSet_Enrichmen_sbom.json,,no components
kbasecollaborations@Genese_sbom.json,,no components
kbasecollaborations@KB-CAMOCO_sbom.json,,no components
kbasecollaborations@MotifEnsemble_sbom.json,,no components
kbasecollaborations@MotifFinderHomer_sbom.json,,no components
kbasecollaborations@MotifFinderMEME_sbom.json,,no components
kbasecollaborations@MotifUtils_sbom.json,,no components
kbasecollaborations@ReadsAlignmentUtils_sbom.json,,no components
kbasecollaborations@SKAT_GWAS_sbom.json,,no components
kbasecollaborations@SequenceSetUtils_sbom.json,,no components
kbasecollaborations@VariationDataQuery_sbom.json,,no components
kbasecollaborations@VariationImporter_sbom.json,,no components
kbasecollaborations@VariationMerge_sbom.json,,no components
kbasecollaborations@VariationUtil_sbom.json,,no components
kbasecollaborations@Variation_Viewer_sbom.json,,no components
kbasecollaborations@camocokb_sbom.json,,no components
kbasecollaborations@dn_ds_calculation_sbom.json,,no components
kbasecollaborations@gen_publication_genese_sbom.json,,no components
kbasecollaborations@kb_Bwa_sbom.json,,no components
kbasecollaborations@kb_GATK_sbom.json,,no components
kbasecollaborations@kb_ReadSim_sbom.json,,no components
kbasecollaborations@kb_gsea_sbom.json,,no components
kbasecollaborations@ontology-annotator_sbom.json,,no components
kbasecollaborations@snp2gene_sbom.json,,no components
kbaseincubator@CoverageTools_sbom.json,,no components
kbaseincubator@FastaManager_sbom.json,,no components
kbaseincubator@KBParallelTestModule_sbom.json,,no components
kbaseincubator@NMDC_sample_impor_sbom.json,,no components
kbaseincubator@RelationEngineEval_sbom.json,,no components
kbaseincubator@contigcoun_sbom.json,,no components
kbaseincubator@cs_uploader_sbom.json,,no components
kbaseincubator@deploy_dev_sbom.json,,no components
kbaseincubator@deploy_tools_sbom.json,,no components
kbaseincubator@enigma_metal_campaign_sbom.json,,no components
kbaseincubator@kb_readmapper_sbom.json,,no components
kbaseincubator@kbase_dynamic_clien_sbom.json,,no components
kbaseincubator@kbase_report_templates_sbom.json,,no components
kbaseincubator@kbase_sdk_cl_sbom.json,,no components
kbaseincubator@kbrouter_sbom.json,,no components
kbaseincubator@metabolite_atlas_sbom.json,,no components
kbaseincubator@mock_kbase_sbom.json,,no components
kbaseincubator@onerepotes_sbom.json,,no components
kbaseincubator@refdata_sync_sbom.json,,no components
kbaseincubator@service_tes_sbom.json,,no components
kbaseincubator@service_wizard_sbom.json,,no components
kbaseincubator@shockToS3Scripts_sbom.json,,no components
kbaseincubator@type_update_utils_sbom.json,,no components
kbaseincubator@typed_obj_converter_sbom.json,,no components
kbaseincubator@variation_sbom.json,,no components
kenmiura@mrg8_sbom.json,,no components
klieberman@ood_nic_sbom.json,,no components
kmorel@IceT_sbom.json,,no components
kmorel@UseLATEX_sbom.json,,no components
knrumsey-lanl@concordance_sbom.json,,no components
knrumsey@duqlin_sbom.json,,no components
kokkos@hpc_sbom.json,,no components
kokkos@hpcbind_sbom.json,,no components
kokkos@kokkos-fortran-interop_sbom.json,,json parse error: unexpected end of JSON input
kokkos@kokkos-kernels_sbom.json,pkg:github/docker%3A/@sha256%3Aee57b0e1aedab22063ce6467a6e6358e254a9204693ca20d8a16b2d891db8d5f#agilepathway/pull-request-label-checker,failed to parse purl into a package with error: purl is missing name
kokkos@kokkos-kernels_sbom.json,pkg:github/docker%3A/@sha256%3Aee57b0e1aedab22063ce6467a6e6358e254a9204693ca20d8a16b2d891db8d5f#agilepathway/pull-request-label-checker,failed to parse purl into a package with error: purl is missing name
kokkos@mdarray_sbom.json,,no components
kshitij11@PQV-Mobile_sbom.json,,no components
kyuepublic@ptychopy_sbom.json,,no components
ladybug-tools-in2@standards-measure_sbom.json,,no components
landajuela@cardiac_challenge_sbom.json,,no components
lang-yuan@muMatScale_sbom.json,,no components
langton@MPI_Impor_sbom.json,,no components
lanl-ansi@grail_sbom.json,,no components
lanl-ansi@grg-grgdata_sbom.json,,no components
lanl-ansi@phydras_sbom.json,,no components
lanl-chash@db_sbom.json,,no components
lanl@ADM1F_sbom.json,,no components
lanl@ALF_sbom.json,,no components
lanl@ASAUM_sbom.json,,no components
lanl@ATCCfinder_sbom.json,,no components
lanl@AdversarialTensors_sbom.json,,no components
lanl@AresPK_sbom.json,,no components
lanl@BdNMC_LANL_sbom.json,,no components
lanl@Blackout-Diffusion_sbom.json,,no components
lanl@CNN-T2TViT-comparison_sbom.json,,no components
lanl@CONCAVE_sbom.json,,no components
lanl@COSUBS_sbom.json,,no components
lanl@CoARCT_sbom.json,,no components
lanl@CosmicEmu_sbom.json,,no components
lanl@DEPDOSE_sbom.json,,no components
lanl@DPFEHM.jl_sbom.json,,no components
lanl@Dante_sbom.json,,no components
lanl@Decomposition-Algorithms-for-Scalable-Quantum-Annealin_sbom.json,,no components
lanl@Dendro-GRCA_sbom.json,,no components
lanl@DnMFk_sbom.json,,no components
lanl@Draco_sbom.json,,no components
lanl@EFNMR_LANL_sbom.json,,no components
lanl@EGG_sbom.json,,no components
lanl@EI_MS_ML_sbom.json,,no components
lanl@EOSlib_sbom.json,,no components
lanl@Ethon_sbom.json,,no components
lanl@ExactPack_sbom.json,,no components
lanl@F-ANOVA_sbom.json,,no components
lanl@FutureTense_sbom.json,,no components
lanl@GOTTCHA_sbom.json,,no components
lanl@GSM_sbom.json,,no components
lanl@Galacticus-HDF5-Example_sbom.json,,no components
lanl@GlobalSums_sbom.json,,no components
lanl@Hop-Decorate_sbom.json,,no components
lanl@HopPyBar_sbom.json,,no components
lanl@IBEX_RibbonSeparation_sbom.json,,no components
lanl@ILI_sbom.json,,no components
lanl@In-Silico-Evolution-of-oscillatory-gene-dynamics_sbom.json,,no components
lanl@LATTE_sbom.json,,no components
lanl@LAVA_sbom.json,,no components
lanl@Lagrangian-LES_sbom.json,,no components
lanl@MEnDER-1D_sbom.json,,no components
lanl@MF-LBM_sbom.json,,no components
lanl@ML-for-microbiomes_sbom.json,,no components
lanl@MLQM_sbom.json,,no components
lanl@MeGAMerge_sbom.json,,no components
lanl@Memento-Tracer-Extention_sbom.json,,no components
lanl@Multi-BGK_sbom.json,,no components
lanl@MultiMatTes_sbom.json,,no components
lanl@MultiPEM_Toolbox_sbom.json,,no components
lanl@NDATK_sbom.json,,no components
lanl@NHPP-for-FRBs_sbom.json,,no components
lanl@NchooseK_sbom.json,,no components
lanl@ODD_sbom.json,,no components
lanl@Obtain3D_open_sbom.json,,no components
lanl@OpenFWI_sbom.json,,no components
lanl@OrthoPhylo_sbom.json,,no components
lanl@PDV_Reconstruction_sbom.json,,no components
lanl@PLUMECALC_sbom.json,,no components
lanl@PPT_sbom.json,,no components
lanl@PYSEQM_sbom.json,,no components
lanl@Phase-Field-Dislocation-Dynamics-PFDD-2.x_sbom.json,,no components
lanl@Phase-Field-Dislocation-Dynamics-PFDD_sbom.json,,no components
lanl@PsDNS_sbom.json,,no components
lanl@PyFEHM_sbom.json,,no components
lanl@Remedy-Application-Statistics_sbom.json,,no components
lanl@RingPullStrainAnalysis_sbom.json,,no components
lanl@RossiAlphaView_sbom.json,,no components
lanl@Sandal_sbom.json,,no components
lanl@SplitML_sbom.json,,no components
lanl@StCUDA_sbom.json,,no components
lanl@SuperNu_sbom.json,,no components
lanl@TEE-ACM2_sbom.json,,no components
lanl@TRuML_sbom.json,,no components
lanl@TaskAMR_sbom.json,,no components
lanl@Theseus_sbom.json,,no components
lanl@Trees_sbom.json,,no components
lanl@UCNB_Analyzer_sbom.json,,no components
lanl@UME_sbom.json,,no components
lanl@VPSC_code_sbom.json,,no components
lanl@VizAly-Vis_IO_sbom.json,,no components
lanl@WHO-FLUMART-scraper_sbom.json,,no components
lanl@WhisperingGalleryModeResonatorDataWU_sbom.json,,no components
lanl@Zotero-Robust-Links-Extension_sbom.json,,no components
lanl@alpine-lanl_sbom.json,,no components
lanl@bci.elm.fates.hydrology_sbom.json,,no components
lanl@benchmark_codes_sbom.json,,no components
lanl@c2dwave_sbom.json,,no components
lanl@c2nova_sbom.json,,no components
lanl@catemis_sbom.json,,no components
lanl@clarm_sbom.json,,no components
lanl@clo_sbom.json,,no components
lanl@color_sbom.json,,no components
lanl@contra_sbom.json,,no components
lanl@custom-unembedding-algorithms-QA_sbom.json,,no components
lanl@dav-pv-vtk_sbom.json,,no components
lanl@dbprocessin_sbom.json,,no components
lanl@deboinr_sbom.json,,no components
lanl@dempster-shafer-multinomial_sbom.json,,no components
lanl@devOpsCloudOnTheFly_sbom.json,,no components
lanl@dfdjaxGP_sbom.json,,no components
lanl@distphylo_sbom.json,,no components
lanl@eap-patterns_sbom.json,,no components
lanl@epigen_sbom.json,,no components
lanl@fast-image-creation_sbom.json,,no components
lanl@feature_interpretability_sbom.json,,no components
lanl@femtotime_sbom.json,,no components
lanl@fluxlimiter_sbom.json,,no components
lanl@friendlyNets_sbom.json,,no components
lanl@fuelsgen_sbom.json,,no components
lanl@gamma-dde_sbom.json,,no components
lanl@gpde_sbom.json,,no components
lanl@hermes_sbom.json,,no components
lanl@hsnmon_sbom.json,,no components
lanl@invenio-memento-proxy_sbom.json,,no components
lanl@jal_sbom.json,,no components
lanl@kokkos-clan_sbom.json,,no components
lanl@latte_traveltime_sbom.json,,no components
lanl@libparty_sbom.json,,no components
lanl@link-parse_sbom.json,,no components
lanl@lunus_sbom.json,,no components
lanl@lvPortDriver_sbom.json,,no components
lanl@madspython_sbom.json,,no components
lanl@mama-plugin-ap_sbom.json,pkg:conan/mama/CppMicroServices@3.0.0?channel=stable,failed to get coordinates from purl: pkg:conan/mama/CppMicroServices@3.0.0?channel=stable
lanl@mama-plugin-ap_sbom.json,pkg:conan/mama/OpenCV@3.1.0?channel=stable,failed to get coordinates from purl: pkg:conan/mama/OpenCV@3.1.0?channel=stable
lanl@materialsCloudCompute_sbom.json,,no components
lanl@metconsin_sbom.json,,no components
lanl@mie_sca_sbom.json,,no components
lanl@mineralization_dfnworks_sbom.json,,no components
lanl@minervachem_sbom.json,,no components
lanl@mtl_sbom.json,,no components
lanl@multimat_1drd_sbom.json,,no components
lanl@multishapeGP_sbom.json,,no components
lanl@nuflood_sbom.json,,no components
lanl@pagendam-callis-groundwaterML_sbom.json,,no components
lanl@palm_lanl_sbom.json,,no components
lanl@pidots_sbom.json,,no components
lanl@pinyon_sbom.json,,no components
lanl@piotools_sbom.json,,no components
lanl@planar-isin_sbom.json,,no components
lanl@preco_sbom.json,,no components
lanl@pressure-osmosis_sbom.json,,no components
lanl@pySimFrac_sbom.json,,no components
lanl@pymplo_sbom.json,,no components
lanl@rgm_sbom.json,,no components
lanl@sequedex-core_sbom.json,,no components
lanl@sndus_sbom.json,,no components
lanl@spectad_sbom.json,,no components
lanl@spikingBackprop_sbom.json,,no components
lanl@spite_sbom.json,,no components
lanl@swiftbat_python_sbom.json,,no components
lanl@thrust-iterators_sbom.json,,no components
lanl@trinid_sbom.json,,no components
lanl@tycho2_sbom.json,,no components
lanl@uow_sbom.json,,no components
lanl@vision_transformers_explained_sbom.json,,no components
lanl@vizStudy_sbom.json,,no components
lanl@vpic_sbom.json,,no components
laphnn@contraction_optimizer_sbom.json,,no components
laristra@XMOF2D_sbom.json,,no components
laristra@flecs_sbom.json,,no components
laristra@flecsi-third-party_sbom.json,,no components
laristra@flecsph_sbom.json,,no components
laristra@libristra_sbom.json,,no components
laristra@portage_sbom.json,,no components
lbeesleyBIOSTAT@Reporting_Delay_Example_Code_sbom.json,,no components
lbl-camera@batteryNET_sbom.json,,no components
lbl-camera@hipgisaxs_sbom.json,,no components
lbnl-cybersecurity@LBNL_Physics_Based_IDS_sbom.json,,no components
lbnl-cybersecurity@ddos-detection_sbom.json,,no components
lbnl-cybersecurity@dtkm-sparcs_sbom.json,,no components
lbnl-cybersecurity@sparcs_sbom.json,,no components
lbnl-cybersecurity@tstat-dtn-analysis_sbom.json,,no components
lbnlcomputerarch@MoSAIC-P38_sbom.json,,no components
lbnlcomputerarch@graphene-u-ne_sbom.json,,no components
lbnlcomputerarch@tiger_sbom.json,,no components
lbnlcomputerarch@vte_sbom.json,,no components
ldhulipala@aspen_sbom.json,,no components
